"","obs","study","id","yieldcontrol","yieldcover","SD.EXP.","SD.CON.","Type","N.control.","N.exp.","Dferror","Species","Nitrogen","Years","Tillage","killdate","State","BioOrGrain","authors","pubyear","datayears","Design","Reps","SoilType","corn.cultivar","corn.pl.date.actual","corn.pl.date.julian","corn.hv.date.actual","corn.hv.date.julian","corn.population","corn.growseason.julian","X","cc.cultivar","cc.pl.date.actual","cc.pl.date.julian","cc.pl.method","cc.seed.rate.seeds.ha","cc.seed.rate.kg.ha","cc.kill.date.dbplcorn","cc.kill.date.actual","cc.kill.date.julian","cc.growseason.julian","cc.kill.method","cc.bmass","corn.bmass","cc.rain","corn.rain","cc.temp","corn.temp","cc.nitro.uptake","purpose.study","metaA","region","soiltexture.authors","soiltexture.ours","NFR","KDate","yi","vi"
"244",231,"f35","45a",4.09,4.75,0.73963,0.98712,"legume",2,2,4,"",0,2,"CT",1,"New York","grain","Scott, Pleasant, Burt, Otis",1987,"1980, 1983","RCBD split 4 reps",4,"Lima loam (fine-loamy mixed mesic Glossoboric Hapludalf)/Kendia silt loam (Aeric Hapludalf)","Northrup King PX-20, Cornell 281","5/19/2016",139,"10/2/2016",275,69100,136,"","Birdsfoot, Yellow, Alsike, Mammoth, Common, Aroostook","8/28/2016",240,"drilling",NA,NA,1,"5/18/2016",138,263,"chemical",2.22,NA,NA,NA,NA,NA,44.3,"Effect of Ground cover, DM, and N from CC on corn","F","north east","fine","medium","low","late",0.149599647991839,0.0412478706445386
"245",232,"f35","45b",4.09,3.91,1.323,0.98712,"biculture",2,2,4,"",0,2,"CT",1,"New York","grain","Scott, Pleasant, Burt, Otis",1987,"1980, 1984","RCBD 4 reps",4,"Lima loam (fine-loamy mixed mesic Glossoboric Hapludalf)","Northrup King PX-20, Cornell 281","5/19/2016",139,"10/2/2016",275,69100,136,"","Birdsfoot, Yellow, Alsike, Mammoth, Common, Aroostook","8/28/2016",240,"drilling",NA,NA,1,"5/18/2016",138,263,"chemical",2.22,NA,NA,NA,NA,NA,44.3,"Effect of Ground cover, DM, and N from CC on corn","F","north east","fine","medium","low","late",-0.045007596057436,0.0863696406002726
"246",233,"f36","29d",5.33,9.45,2.74773,3.63444,"legume",4,4,9,"",0,2,"NT",1,"Maryland","grain","Holderbaum, Decker, Meisinger, Mulford, Vough",1990,"1984, 1985","RCBD 4 reps",6,"Lima loam (fine-loamy mixed mesic Glossoboric Hapludalf)","Pioneer 3184, Asgrow RX777","5/11/2016",131,"9/10/2016",253,53000,122,"","Dixie, Poppeldorfes, Meeche, Yuchi, Mt. Barker, Woogenellup, Hykon, Chesopeake, Saranac AR, Yellow","9/16/2016",259,"drilling",5408407,34,10,"5/25/2016",121,251,"chemical",3.56,NA,NA,NA,NA,NA,133,"Fall seeded legume CC for NT corn","F","north east","fine","medium","low","late",0.572663503327898,0.137377420186012
"247",234,"f36","29e",8.53,9.8,3.15489,2.29547,"legume",4,4,9,"",90,2,"NT",1,"Maryland","grain","Holderbaum, Decker, Meisinger, Mulford, Vough",1990,"1984, 1985","RCBD 4 reps",6,"Lima loam (fine-loamy mixed mesic Glossoboric Hapludalf)","Pioneer 3184, Asgrow RX777","5/11/2016",131,"9/10/2016",253,53000,122,"","Dixie, Poppeldorfes, Meeche, Yuchi, Mt. Barker, Woogenellup, Hykon, Chesopeake, Saranac AR","9/16/2016",259,"drilling",5408407,34,10,"5/25/2016",121,251,"chemical",3.56,NA,NA,NA,NA,NA,133,"Fall seeded legume CC for NT corn","F","north east","fine","medium","low","late",0.138793024172939,0.0440137808998572
"248",235,"f37","29f",4.8,4.7,1.9799,1.69706,"grass",1,1,25,"",0,1,"NT",10,"Maryland","grain","Ewing, Wagger, Denton",1991,"1985, 1986","RCBD with six reps",4,"Delanco silt loam fine loamy/silty mixed Mesic Aquic/Typic Hapludult","Pioneer 3389","5/1/2016",121,"",NA,59000,NA,"","Crimson","9/30/2016",273,"drilling",16156800,27,17,"4/14/2016",104,196,"chemical",3,NA,NA,NA,NA,NA,NA,"Tillage and c.c management on corn production","F","north east","fine","fine","low","mid",-0.0210534091978323,0.302456592678633
"249",236,"f37","29g",5.55,4.15,1.48492,1.90919,"grass",1,1,25,"",0,1,"NT",40,"Maryland","grain","Ewing, Wagger, Denton",1991,"1985, 1986","RCBD with six reps",4,"Delanco silt loam fine loamy/silty mixed Mesic Aquic/Typic Hapludult","Pioneer 3389","5/1/2016",121,"",NA,59000,NA,"","Crimson","9/30/2016",273,"drilling",16156800,27,17,"4/14/2016",104,196,"chemical",3,NA,NA,NA,NA,NA,NA,"Tillage and c.c management on corn production","F","north east","fine","fine","low","early",-0.290689593515736,0.246364222195513
"250",237,"f37","29h",4.8,5.7,1.05227,1.69706,"biculture",1,1,25,"",0,1,"NT",10,"Maryland","grain","Ewing, Wagger, Denton",1991,"1985, 1986","RCBD with six reps",4,"Delanco silt loam fine loamy/silty mixed Mesic Aquic/Typic Hapludult","Pioneer 3389","5/1/2016",121,"",NA,59000,NA,"","Crimson","9/30/2016",273,"drilling",16156800,27,17,"4/14/2016",104,196,"chemical",3,NA,NA,NA,NA,NA,NA,"Tillage and c.c management on corn production","F","north east","fine","fine","low","mid",0.171850256926659,0.159080947440799
"251",238,"f37","29i",5.55,6.675,0.99006,1.90919,"biculture",1,1,25,"",0,1,"NT",40,"Maryland","grain","Ewing, Wagger, Denton",1991,"1985, 1986","RCBD with six reps",4,"Delanco silt loam fine loamy/silty mixed Mesic Aquic/Typic Hapludult","Pioneer 3389","5/1/2016",121,"",NA,59000,NA,"","Crimson","9/30/2016",273,"drilling",16156800,27,17,"4/14/2016",104,196,"chemical",3,NA,NA,NA,NA,NA,NA,"Tillage and c.c management on corn production","F","north east","fine","fine","low","early",0.18457127652797,0.140334649347321
"252",239,"f37","29j",4.8,6.65,1.62635,1.69706,"legume",1,1,25,"",0,1,"NT",10,"Maryland","grain","Ewing, Wagger, Denton",1991,"1985, 1986","RCBD with six reps",4,"Delanco silt loam fine loamy/silty mixed Mesic Aquic/Typic Hapludult","Pioneer 3389","5/1/2016",121,"",NA,59000,NA,"","Crimson","9/30/2016",273,"drilling",16156800,27,17,"4/14/2016",104,196,"chemical",3,NA,NA,NA,NA,NA,NA,"Tillage and c.c management on corn production","F","north east","fine","fine","low","mid",0.326000936753918,0.18481205473152
"253",240,"f37","29k",5.55,8.85,2.6163,1.90919,"legume",1,1,25,"",0,1,"NT",40,"Maryland","grain","Ewing, Wagger, Denton",1991,"1985, 1986","RCBD with six reps",4,"Delanco silt loam fine loamy/silty mixed Mesic Aquic/Typic Hapludult","Pioneer 3389","5/1/2016",121,"",NA,59000,NA,"","Crimson","9/30/2016",273,"drilling",16156800,27,17,"4/14/2016",104,196,"chemical",3,NA,NA,NA,NA,NA,NA,"Tillage and c.c management on corn production","F","north east","fine","fine","low","early",0.466619531261495,0.205730153641401
"254",248,"g27","27b",8.27,7.99,1.25,1.81,"biculture",3,3,9,"Hairy Vetch, Buckwheat- Idagold mustard- Field pea- Pacific gold mustard- Oilseed radish- Crimson clover- Dwarf essex rape- Chickling vetch",0,3,"CT",7,"Nebraska","grain","Wortman, Francis, Bernards, Drijber, Lindquist",2012,"2009, 2010, 2011","Split- plot RCBD",4,"Fine, smectitic, mesic typic argivdoll","Blue river hybrids 57H36","6/3/2016",154,"7/1/2016",182,86000,28,"",NA,"3/25/2016",84,"drilling",497995,8.6,7,"5/28/2016",147,64,"mechanical",3.85,NA,147,176,8.4,18.7,NA,"Effect of mixture of SPRING SOWN C.C with different termination method on corn","G","great plains","fine","fine","low","mid",-0.0344437492574165,0.024125461105396
"255",249,"g27","27c",8.27,9.16,1.25,1.81,"biculture",3,3,9,"Hairy Vetch, Buckwheat- Idagold mustard- Field pea- Pacific gold mustard- Oilseed radish- Crimson clover- Dwarf essex rape- Chickling vetch",0,3,"CT",7,"Nebraska","grain","Wortman, Francis, Bernards, Drijber, Lindquist",2012,"2009, 2010, 2011","Split- plot RCBD",4,"Fine, smectitic, mesic typic argivdoll","Blue river hybrids 57H36","6/3/2016",154,"7/1/2016",182,86000,28,"",NA,"3/25/2016",84,"drilling",497995,8.6,7,"5/28/2016",147,64,"mechanical",3.85,NA,147,176,8.4,18.7,NA,"Effect of mixture of SPRING SOWN C.C with different termination method on corn","G","great plains","fine","fine","low","mid",0.102211669650439,0.0221744297393176
"256",250,"g28","28b",10.27,9.94,0.18,0.18,"biculture",1,1,7,"Hairy Vetch, Buckwheat- Idagold mustard- Field pea- Pacific gold mustard- Oilseed radish- Crimson clover- Dwarf essex rape- Chickling vetch",0,1,"CT",14,"Illinois","grain","Welch, Behnke, Davis, Masivanas",2015,"2013","Split- plot",2,"Fine, smectitic, mesic aquic Argiudolls","","5/30/2016",150,"6/30/2016",181,NA,31,"",NA,"9/15/2016",258,"drilling",920040,12.3,14,"5/14/2016",136,241,"mechanical",3.43,NA,1015,1015,11.3,11.3,NA,"Effect of C.C on organic grain lands on corn production and soil properties","G","north central","fine","medium fine","low","early",-0.0326600032719842,0.000635111186775244
"257",251,"g28","28c",10.27,10.04,0.18,0.18,"biculture",1,1,7,"Hairy Vetch, Buckwheat- Idagold mustard- Field pea- Pacific gold mustard- Oilseed radish- Crimson clover- Dwarf essex rape- Chickling vetch",0,1,"CT",14,"Illinois","grain","Welch, Behnke, Davis, Masivanas",2015,"2013","Split- plot",2,"Fine-silty, mixed, superactive, mesic oxyaquic Argiudolls","","5/30/2016",150,"6/30/2016",181,NA,31,"",NA,"9/15/2016",258,"drilling",1967988,40,14,"5/14/2016",136,241,"mechanical",3.43,NA,1015,1015,11.3,11.3,NA,"Effect of C.C on organic grain lands on corn production and soil properties","G","north central","fine","medium fine","low","early",-0.0226499096768838,0.000628611382193239
"258",252,"g28","28d",10.27,9.97,0.18,0.18,"biculture",1,1,7,"Hairy Vetch, Buckwheat- Idagold mustard- Field pea- Pacific gold mustard- Oilseed radish- Crimson clover- Dwarf essex rape- Chickling vetch",0,1,"CT",14,"Illinois","grain","Welch, Behnke, Davis, Masivanas",2015,"2013","Split- plot",2,"Fine, smectitic, mesic vectic, argiaquolls","","5/30/2016",150,"6/30/2016",181,NA,31,"",NA,"9/15/2016",258,"drilling",1254910,28.3,14,"5/14/2016",136,241,"mechanical",3.43,NA,1015,1015,11.3,11.3,NA,"Effect of C.C on organic grain lands on corn production and soil properties","G","north central","fine","medium fine","low","early",-0.0296464399667198,0.000633140695848195
"259",253,"g29","29b",12.38,12,0.39,0.56,"grass",4,4,4,"rye",202,4,"NT",4,"Iowa","grain","Kaspar,Bakker",2015,"2006, 2007, 2008, 2009","RCBD",3,"Clarion loam, Nicollet clay loam, Webster silty clay loam","Pioneer 35P17","5/11/2016",132,"10/29/2016",303,79000,171,"","Aroostook, Dacold, Elbon, Marton, Oklon, Rymin, Wheeler","10/20/2016",294,"drilling",3e+06,84,4,"5/7/2016",128,199,"chemical",1.66,NA,3845,3964,10.2,10.2,43.5,"Biomass production of C.C and their effect on no till corn","G","north central","fine","medium fine","high","late",-0.0311756174684498,0.000775596815862
"260",254,"g29","29c",12.38,12.04,0.39,0.56,"grass",4,4,4,"triticale",202,4,"NT",4,"Iowa","grain","Kaspar,Bakker",2015,"2006, 2007, 2008, 2009","RCBD",3,"Clarion loam, Nicollet clay loam, Webster silty clay loam","Pioneer 35P17","5/11/2016",132,"10/29/2016",303,79000,171,"","Boreal, NE 422t","10/20/2016",294,"drilling",3e+06,84,4,"5/7/2016",128,199,"chemical",1.66,NA,3845,3964,10.2,10.2,43.5,"Biomass production of C.C and their effect on no till corn","G","north central","fine","medium fine","high","late",-0.0278478273757752,0.000773845162320649
"261",255,"g29","29d",12.38,11.93,0.39,0.56,"grass",4,4,4,"wheat",202,4,"NT",4,"Iowa","grain","Kaspar,Bakker",2015,"2006, 2007, 2008, 2009","RCBD",3,"Clarion loam, Nicollet clay loam, Webster silty clay loam","Pioneer 35P17","5/11/2016",132,"10/29/2016",303,79000,171,"","Nekota, Pronghorn, Wesley","10/20/2016",294,"drilling",3e+06,84,4,"5/7/2016",128,199,"chemical",1.66,NA,3845,3964,10.2,10.2,43.5,"Biomass production of C.C and their effect on no till corn","G","north central","fine","medium fine","high","late",-0.0370260311466254,0.000778704712609161
"262",256,"g30","30c",8.35,9.55,0.53,2.192,"legume",2,2,15,"red clover",0,2,"CT",NA,"Ontario","grain","Thilakarathna, Serran, Lauzon, Dean",2015,"2003, 2004","RCBD",4,"London loam, Huron clay","Pioneer 39D82","5/22/2016",143,"11/4/2016",309,75000,166,"Red clover","RAM","5/14/2016",135,"broadcast",2095940,35,177,"11/15/2016",331,185,"chemical",1.46,0.05,1462,1462,7.1,7.1,110,"Management of N using cover crops","G","canada","fine","medium fine","low",NA,0.134279615629875,0.0359970344682382
"263",257,"g30","30d",8.35,9.8,0.53,2.192,"legume",2,2,15,"red clover",0,2,"CT",21,"Ontario","grain","Thilakarathna, Serran, Lauzon, Dean",2015,"2003, 2004","RCBD",4,"London loam, Huron clay","Pioneer 39D82","5/22/2016",143,"11/4/2016",309,75000,166,"Red clover","RAM","5/14/2016",135,"broadcast",2095940,35,21,"4/28/2016",122,348,"mechanical",1.46,0.05,1462,1462,7.1,7.1,110,"Management of N using cover crops","G","canada","fine","medium fine","low","early",0.160120846813762,0.0359194662479802
"264",258,"g30","30e",8.35,8.45,0.53,2.192,"grass",2,2,15,"oilseed radish",0,2,"CT",NA,"Ontario","grain","Thilakarathna, Serran, Lauzon, Dean",2015,"2003, 2004","RCBD",4,"London loam, Huron clay","Pioneer 39D82","5/22/2016",143,"11/4/2016",309,75000,166,"Oidseed radish","Colonial","9/1/2016",244,"drilling",1496000,20,NA,"11/8/2016",312,68,"winterfrost",1.46,0.05,1462,1462,7.1,7.1,110,"Management of N using cover crops","G","canada","fine","medium fine","low",NA,0.0119049025063182,0.0364240727143259
"265",259,"g30","30f",8.35,7.5,0.53,2.192,"grass",2,2,15,"ryegrass",0,2,"CT",21,"Ontario","grain","Thilakarathna, Serran, Lauzon, Dean",2015,"2003, 2004","RCBD",4,"London loam, Huron clay","Pioneer 39D82","5/22/2016",143,"11/4/2016",309,75000,166,"Ryegrass","Common","9/1/2016",244,"drilling",2802800,70,21,"4/28/2016",122,239,"mechanical",1.46,0.05,1462,1462,7.1,7.1,110,"Management of N using cover crops","G","canada","fine","medium fine","low","early",-0.107358518320499,0.0369539436416588
"266",260,"g30","30g",8.35,8.7,0.53,2.192,"grass",2,2,15,"oat",0,2,"CT",NA,"Ontario","grain","Thilakarathna, Serran, Lauzon, Dean",2015,"2003, 2004","RCBD",4,"London loam, Huron clay","Pioneer 39D82","5/22/2016",143,"11/4/2016",309,75000,166,"Oat","Common","9/1/2016",244,"drilling",3018400,70,NA,"11/8/2016",312,68,"winterfrost",1.46,0.05,1462,1462,7.1,7.1,110,"Management of N using cover crops","G","canada","fine","medium fine","low",NA,0.0410614867977739,0.0363126499436802
"267",261,"g30","30h",11,10.35,0.22,1.41,"legume",2,2,15,"red clover",200,2,"CT",NA,"Ontario","grain","Thilakarathna, Serran, Lauzon, Dean",2015,"2003, 2004","RCBD",4,"London loam, Huron clay","Pioneer 39D82","5/22/2016",143,"11/4/2016",309,75000,166,"Red clover","RAM","5/14/2016",135,"broadcast",2095940,35,NA,"11/15/2016",320,185,"chemical",1.46,0.05,1462,1462,7.1,7.1,110,"Management of N using cover crops","G","canada","fine","medium fine","high",NA,-0.0609087530869925,0.00844119884568702
"268",262,"g30","30i",11,10.65,0.22,1.41,"legume",2,2,15,"red clover",200,2,"CT",21,"Ontario","grain","Thilakarathna, Serran, Lauzon, Dean",2015,"2003, 2004","RCBD",4,"London loam, Huron clay","Pioneer 39D82","5/22/2016",143,"11/4/2016",309,75000,166,"Red clover","RAM","5/14/2016",135,"broadcast",2095940,35,21,"4/28/2016",122,348,"mechanical",1.46,0.05,1462,1462,7.1,7.1,110,"Management of N using cover crops","G","canada","fine","medium fine","high","early",-0.0323353806429363,0.00842865080262873
"269",263,"g30","30j",11,10.7,0.22,1.41,"grass",2,2,15,"oilseed radish",200,2,"CT",NA,"Ontario","grain","Thilakarathna, Serran, Lauzon, Dean",2015,"2003, 2004","RCBD",4,"London loam, Huron clay","Pioneer 39D82","5/22/2016",143,"11/4/2016",309,75000,166,"Oidseed radish","Colonial","9/1/2016",244,"drilling",1496000,20,NA,"11/8/2016",312,68,"winterfrost",1.46,0.05,1462,1462,7.1,7.1,110,"Management of N using cover crops","G","canada","fine","medium fine","high",NA,-0.0276515313305101,0.00842666142844046
"270",264,"g30","30k",11,10.15,0.22,1.41,"grass",2,2,15,"ryegrass",200,2,"CT",21,"Ontario","grain","Thilakarathna, Serran, Lauzon, Dean",2015,"2003, 2004","RCBD",4,"London loam, Huron clay","Pioneer 39D82","5/22/2016",143,"11/4/2016",309,75000,166,"Ryegrass","Common","9/1/2016",244,"drilling",2802800,70,21,"4/28/2016",122,239,"mechanical",1.46,0.05,1462,1462,7.1,7.1,110,"Management of N using cover crops","G","canada","fine","medium fine","high","early",-0.0804215673105742,0.00845018939937095
"271",265,"g30","30l",11,10.5,0.22,1.41,"grass",2,2,15,"oat",200,2,"CT",NA,"Ontario","grain","Thilakarathna, Serran, Lauzon, Dean",2015,"2003, 2004","RCBD",4,"London loam, Huron clay","Pioneer 39D82","5/22/2016",143,"11/4/2016",309,75000,166,"Oat","Common","9/1/2016",244,"drilling",3018400,70,NA,"11/8/2016",312,68,"winterfrost",1.46,0.05,1462,1462,7.1,7.1,110,"Management of N using cover crops","G","canada","fine","medium fine","high",NA,-0.0465200156348928,0.00843479038998519
